	url	text	id	dot	title	published	date_raw
3021	http://neurostars.org/p/3021/	 As we know, HCP data is now mirrored on Amazon Web Services. Do you known how we can use these data directly with Amazon EC2? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c3265e876:1035e1d:24a98465	first-story	How to use HCP data with Amazon Elastic Compute Cloud (EC2)?	Thu, 19 Mar 2015 14:07:21 GMT	published:Thu, 19 Mar 2015 14:07:21 GMT -- Received: Thu, 19 Mar 2015 14:18:01 GMT
3014	http://neurostars.org/p/3014/	 Hello, I'm creating a dwi pipeline that incorporates the existing create_bedpostx_pipeline but am getting an error on a Merge Node. The crash file gives me the following message: TraitError: Each element of the 'in_files' trait of a DynamicTraitedSpec instance must be an existing file name, but a value of '/scratch/madlab/cmind/probtrack/dwiproc/bedpostx/_subject_id_IRC04H_17M003/_n_fibres_1/xfib	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c2e8878f4:984294f:24a98465	first-story	create_bedpostx_pipeline 0 based files do not exist	Wed, 18 Mar 2015 18:02:43 GMT	published:Wed, 18 Mar 2015 18:02:43 GMT -- Received: Wed, 18 Mar 2015 20:17:18 GMT
3013	http://neurostars.org/p/3013/	Dear Experts, I am trying to run the example code 'dmri_fsl_dti.py' with the sample data in LSF cluster with the bsub options. It runs well at the beginning and generates some output as well but at the end it gives the error as 150318-13:00:11,46 workflow INFO: Saving crash info to /gpfs/fs1/home/nkoirala/nipype-0.10.0/examples/crash-20150318-130011-nkoirala-_xfibres16.pklz 150318-13:00:11,47 work	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c2d3ea46a:8f8f4c1:e0550d54	first-story	InterfaceResult is not iterable	Wed, 18 Mar 2015 13:28:32 GMT	published:Wed, 18 Mar 2015 13:28:32 GMT -- Received: Wed, 18 Mar 2015 14:17:02 GMT
3008	http://neurostars.org/p/3008/	 We collect an ADNI phantom from our scanner every day we run a participant, and I'm curious what type of QC routines folks run on these phantoms. So far, the only package I've found is Aqual2 ( http://www.loni.usc.edu/Software/moreinfo.php?package=Aqual2). Does anyone know if there are other software packages available for monitoring ADNI phantoms? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c2a060f4e:7f0d487:e0550d54	first-story	What QC tools are available for ADNI phantoms?	Tue, 17 Mar 2015 20:55:01 GMT	published:Tue, 17 Mar 2015 20:55:01 GMT -- Received: Tue, 17 Mar 2015 23:16:22 GMT
3007	http://neurostars.org/p/3007/	 We collect an ADNI phantom from our scanner every day we run a participant, and I'm curious what type of QC routines folks run on these phantoms. So far, the only package I've found is Aqual2 ( http://www.loni.usc.edu/Software/moreinfo.php?package=Aqual2). Does anyone know if there are other software packages available for monitoring ADNI phantoms? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c2a060f4e:7f0d486:e0550d54	first-story	What QC tools are available for ADNI phantoms?	Tue, 17 Mar 2015 20:54:59 GMT	published:Tue, 17 Mar 2015 20:54:59 GMT -- Received: Tue, 17 Mar 2015 23:16:22 GMT
3005	http://neurostars.org/p/3005/	 We would like to organise a worldwide Internet facilitated coding Nipype coding sprint. The goal is to convince as many developers as possible to set aside one day to focus on reviewing PRs, fixing bugs, adding new features and preparing for the new release. I have create a Doodle pool to help us choose the day: http://doodle.com/zcdz2hnmiwigyqx3 I'm looking forward to this (even though it will b	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c0f9d5b75:94ab1cb:e0550d54	first-story	News: Nipype coding sprint	Thu, 12 Mar 2015 17:23:12 GMT	published:Thu, 12 Mar 2015 17:23:12 GMT -- Received: Thu, 12 Mar 2015 20:11:53 GMT
3002	http://neurostars.org/p/3002/	 Hi, I am agonising about whether or not to use SpaceTimeRealign for my resting state data, that I want to sample on a surface. The advantage of doing motion correction separately is that it gives me transformations for projecting the surface onto each volume separately, thus completely avoiding to interpolate the functional data. Now I tried to understand SpaceTimeRealign better to decide whether	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c0ef882b8:906946e:cc12bc64	first-story	[nipy] Spatial interpolation in SpaceTimeRealign algorithm	Thu, 12 Mar 2015 15:37:52 GMT	published:Thu, 12 Mar 2015 15:37:52 GMT -- Received: Thu, 12 Mar 2015 17:11:49 GMT
3000	http://neurostars.org/p/3000/	 Research Assistant in Neuroimaging General Description: The Translational Neuroradiology Unit (TNU) at the National Institute of Neurological Disorders and Stroke (NINDS) is a world-class laboratory focusing on the use of advanced magnetic resonance imaging (MRI) techniques to understand the sources of disability in multiple sclerosis (MS) and other inflammatory diseases of the central nervous sy	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c09d1545e:74fe427:e0550d54	first-story	Job: Research Assistant Position in Neuroimaging at NIH	Wed, 11 Mar 2015 15:42:03 GMT	published:Wed, 11 Mar 2015 15:42:03 GMT -- Received: Wed, 11 Mar 2015 17:10:55 GMT
2999	http://neurostars.org/p/2999/	 This has been asked a few times before, but I have run into it again. I run a MapNode through parallel plugin (MultiProc or IPython) and it runs as it should, but after all of the children have completed, each one is run again in a serial fashion. I know this probably has to do with how the hash files are being used, but I cannot seem to figure it out. I am on the most current master from github.	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14c05f4076f:5ff190f:e0550d54	first-story	MapNode Repeats Computations Serially After Completion?	Tue, 10 Mar 2015 21:05:50 GMT	published:Tue, 10 Mar 2015 21:05:50 GMT -- Received: Tue, 10 Mar 2015 23:10:21 GMT
2998	http://neurostars.org/p/2998/	 2015 OHBM Hackathon Registration Now Open! 2015 OHBM Hackathon Registration is now open! Aloha! Registration is now open for the 3rd Annual OHBM Hackathon taking place at the Hawaii Convention Center in Hawaii on the beautiful island of Oahu from June 12-14, 2015. During this three day event, the first two days will focus on collaborative and open neuroscience projects in data analysis and method	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14bf0b276e5:3b6f7fe:de01cf22	first-story	News: Registration open for HBM Hackathon 2015	Fri, 06 Mar 2015 18:50:53 GMT	published:Fri, 06 Mar 2015 18:50:53 GMT -- Received: Fri, 06 Mar 2015 20:06:42 GMT
2997	http://neurostars.org/p/2997/	[SORRY IF THIS IS A DUPLICATE] Dear Colleagues: The Diffusion Study Group is sponsoring a novel Fiber Tractography Challenge to stimulate an interactive discussion on diffusion reconstruction and tractography methods at this year’s study group meeting at ISMRM 2015 in Toronto. The Challenge will use a simulated but highly realistic diffusion-weighted dataset in which 26 specific white matter bundl	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14bed79be22:19c9a69:603b4255	first-story	News: Call for participation: Fiber Tractography Challenge at ISMRM 2015	Fri, 06 Mar 2015 02:24:29 GMT	published:Fri, 06 Mar 2015 02:24:29 GMT -- Received: Fri, 06 Mar 2015 05:05:53 GMT
2996	http://neurostars.org/p/2996/	I'm trying to figure out a way to use Python's neo module to deal with .nev and .ns3 but can't find an appropriate IO function. I'm able to read the files with BlackrockIO but it says the headers are empty which doesn't make sense. The documentation exclusively mentions .ns5 files which are closely related to yet some how distinct from .ns3 and .nev files. Can anyone direct me to a more appropriat	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14beaa96b6c:165e2e2:de01cf22	first-story	Neo python for .nev and .ns3 files	Thu, 05 Mar 2015 14:46:55 GMT	published:Thu, 05 Mar 2015 14:46:55 GMT -- Received: Thu, 05 Mar 2015 15:59:06 GMT
2992	http://neurostars.org/p/2992/	Hello, ​I am running tutorial pipeline dmri_group_connectivity.py I get this error: import nipype.interfaces.fsl as fsl import nipype.interfaces.freesurfer as fs # freesurfer import os.path as op # system functions import cmp from nipype.workflows.dmri.mrtrix.group_connectivity import create_group_connectivity_pipeline from nipype.workflows.dmri.connectivity.group_connectivity import (create_merge	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14be391bd3d:746e068:be345dbb	first-story	Mrtrix_group_connectivity tutorial, cannot set undefined parsellation name	Wed, 04 Mar 2015 04:34:39 GMT	published:Wed, 04 Mar 2015 04:34:39 GMT -- Received: Wed, 04 Mar 2015 06:55:54 GMT
2990	http://neurostars.org/p/2990/	 I am trying to write an interface for Freesurfer's mri_glmfit-sim to be able to do cluster correction with precomputed permutation data. The plan is to first run a node using the GLMFit interface and passing its results to a node using this GLMFitSim interface to do cluster correction. When I just pass glm_dir from the GLMFit node to the GLMFitSim node, the results of the cluster corrections are 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14bdbd5dbe1:411ac30:be345dbb	first-story	[nipype] copy directory to node directory	Mon, 02 Mar 2015 17:04:14 GMT	published:Mon, 02 Mar 2015 17:04:14 GMT -- Received: Mon, 02 Mar 2015 18:53:20 GMT
2986	http://neurostars.org/p/2986/	 I am trying to write an interface for Freesurfer's mri_glmfit-sim to be able to do cluster correction with precomputed permutation data. The plan is to first run a node using the GLMFit interface and passing its results to a node using this GLMFitSim interface to do cluster correction. When I just pass glm_dir from the GLMFit node to the GLMFitSim node, the results of the cluster corrections are 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14bc8836364:5a4c43e:de01cf22	first-story	[nipype] copy directory to node directory	Thu, 26 Feb 2015 23:56:09 GMT	published:Thu, 26 Feb 2015 23:56:09 GMT -- Received: Fri, 27 Feb 2015 00:50:28 GMT
2984	http://neurostars.org/p/2984/	 Does anyone know of a good toolbox (python/open preferred, but I'll take what I can get) for modelling PET Time Activity Curves? I've been using PMOD with a simple reference tissue model (SRTM) but it seems to be buggy and I'd like to cross-check results, if anything is available. I know NiftyRec is available for reconstruction, but I couldn't find anything that would do the modeling. Anyone work	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14bc35c3367:3e3be65:e0550d54	first-story	Looking for a PET Modeling Toolbox	Wed, 25 Feb 2015 23:02:11 GMT	published:Wed, 25 Feb 2015 23:02:11 GMT -- Received: Thu, 26 Feb 2015 00:49:34 GMT
2979	http://neurostars.org/p/2979/	Dear all, I ran this code following the Nipype tutorial I have the level 1 results in '/Users/emiliesalvia/Documents/post-doc_Marseille/expe_fMRI/NiPy/NiPyPe/NiPyPe_test/test/test_2/resultats/s*/level1/contrastestimate/con_%04d.img' with s1 and s2 and 8 contrasts, e.g. con_0001.img ########## CODE ##### import nipype.interfaces.matlab as mlab mlab.MatlabCommand.set_default_matlab_cmd('/Application	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14bad721ca3:4282690:64bd10e3	first-story	second level analysis Nipype - model estimation	Sat, 21 Feb 2015 17:20:24 GMT	published:Sat, 21 Feb 2015 17:20:24 GMT -- Received: Sat, 21 Feb 2015 18:41:51 GMT
2976	http://neurostars.org/p/2976/	 Our admin just installed the 2014b version of Matlab. But the default one is still 2011b. In my shell config file I alias 'matlab' to the newer version. I also set the environment variable $MATLABCMD to the 2014er version. Still, matlab nodes run in nipype use the 2011er version. How can I change this?! 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14ba46de328:192d13d:64bd10e3	first-story	[nipype] Matlab version used by NiPype	Fri, 20 Feb 2015 00:38:32 GMT	published:Fri, 20 Feb 2015 00:38:32 GMT -- Received: Fri, 20 Feb 2015 00:40:39 GMT
2972	http://neurostars.org/p/2972/	Dear Experts, I am trying to run TBSS first step create tbss_1_preproc() with just two subjects to make sure about the things. But i am getting an error message saying Node _prepfa0 failed to run on host. The crash file displays the following error. (PYTHON2.7)[nkoirala@login01 PYTHON2.7]$ nipype_display_crash crash-20150217-104448-nkoirala-_prepfa0.pklz File: crash-20150217-104448-nkoirala-_prepf	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b978bac80:1eadad3a:64bd10e3	first-story	Forum: Node _prepfa0 failed to run on host	Tue, 17 Feb 2015 10:08:59 GMT	published:Tue, 17 Feb 2015 10:08:59 GMT -- Received: Tue, 17 Feb 2015 12:38:08 GMT
2971	http://neurostars.org/p/2971/	" Dear Experts, What could be the reason that i am getting the error "" run() got an unexpected keyword argument 'plugin' "" when trying to run it with plugin 'LSF'. The command i used is as folllows: mybet.run(plugin='LSF', plugin_args=dict(bsub_args='-J testrosen -app 2G -W 10')) Traceback (most recent call last): File "" "", line 1, in TypeError: run() got an unexpected keyword argument 'plugin' Tha"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b92649216:1d971757:69c6e04e	first-story	Forum: unexpected keyword argument 'plugin'	Mon, 16 Feb 2015 10:35:56 GMT	published:Mon, 16 Feb 2015 10:35:56 GMT -- Received: Mon, 16 Feb 2015 12:37:19 GMT
2960	http://neurostars.org/p/2960/	Dear Experts, With your kind support I was able to install nipype but to make it running i am having lot of difficulties, may be because i could not get the hold of exact procedure to follow to perform an analysis. Just as a trial i wanted to use tbss.py but while importing it says an error as , nipype/__init__.py:57: UserWarning: Running the tests from the install directory may trigger some failu	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b7e43792c:173ed5d2:64bd10e3	first-story	Forum: cmp not installed	Thu, 12 Feb 2015 14:34:46 GMT	published:Thu, 12 Feb 2015 14:34:46 GMT -- Received: Thu, 12 Feb 2015 14:48:46 GMT
2957	http://neurostars.org/p/2957/	 Hi, I have installed ants from neurodebian (version 1.9.2) in order to try to run the fmri_ants_openfmri example. However, the interface interfaces.ants.registration fails because it can find the antsRegeistration command. It seems that this command is not installed. Do I need a specific version of ants? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b7a66269e:15fef389:64bd10e3	first-story	[nipype] Using interfaces.ants.registration	Wed, 11 Feb 2015 18:22:35 GMT	published:Wed, 11 Feb 2015 18:22:35 GMT -- Received: Wed, 11 Feb 2015 20:48:09 GMT
2949	http://neurostars.org/p/2949/	The Translational Developmental Neuroscience Section of the Department of Child and Adolescent Psychiatry, Faculty of Medicine, Technische Universität Dresden, Germany invites applications for a Research position (PhD) (with a focus on autism spectrum disorder and eating disorders) within the Translational Developmental Neuroscience Group (Prof. Stefan Ehrlich) for projects with a focus on social 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b73501013:138d0674:64bd10e3	first-story	Job: Research position (PhD) available in Dresden	Tue, 10 Feb 2015 10:40:17 GMT	published:Tue, 10 Feb 2015 10:40:17 GMT -- Received: Tue, 10 Feb 2015 11:46:41 GMT
2947	http://neurostars.org/p/2947/	 I am wrapping a Matlab script in a node that uses a toolbox that our lab only has 3 licenses for. The rest of the nodes of my workflow uses free software. Is it possible to run all other nodes in parallel (e.g. 'n_procs' : 36), but not the Matlab node? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b70179128:12ef145b:69c6e04e	first-story	[nipype] MultiProc different number of processors for different nodes	Mon, 09 Feb 2015 20:43:23 GMT	published:Mon, 09 Feb 2015 20:43:23 GMT -- Received: Mon, 09 Feb 2015 20:46:07 GMT
2944	http://neurostars.org/p/2944/	" Dear all, I want to know how rapidart exactly calculates the parameter ""norm_motion"". The six rigid body parameters are used for calculation and each value refers to the previous frame. But what is the exact formula or respectively the meaning of the formula? Thank you! Juliane "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b6f729533:124c7a32:64bd10e3	first-story	Calculation of norm_motion (rapidart)	Mon, 09 Feb 2015 16:13:32 GMT	published:Mon, 09 Feb 2015 16:13:32 GMT -- Received: Mon, 09 Feb 2015 17:45:55 GMT
2936	http://neurostars.org/p/2936/	 Hi, I have noticed some formatting issues in the rsfmri_vol_surface_preprocessing_nipy example (see below the definition of create_reg_workflow here ). make html prints several ERROR: Unexpected indentation . The first offending line (378) looks like this: register = Workflow(name=name) inputnode = Node(interface=IdentityInterface(fields=['source_files', 'mean_image', 'subject_id', 'subjects_dir'	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b5ffce044:e0bb86d:64bd10e3	first-story	[nipype] Doc formatting issues in rsfmri_vol_surface_preprocessing_nipy	Fri, 06 Feb 2015 14:54:16 GMT	published:Fri, 06 Feb 2015 14:54:16 GMT -- Received: Fri, 06 Feb 2015 17:43:02 GMT
2931	http://neurostars.org/p/2931/	 Hey All, I'm working with some pre-processed (EPI) data and realized that the voxel intensities across scans were scaled using the 4D median (using the fslmaths -ing N), as opposed to scaling to a 4D mean of N. One of the only places I could find that talked about the reasoning behind using the median is in a preprocessing how-to by Mark Jenkinson and Steve Smith (http://afni.nimh.nih.gov/sscc/st	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b5275d54a:986583b:64bd10e3	first-story	Intensity normalization via 4D Median vs. 4D Mean	Wed, 04 Feb 2015 02:29:54 GMT	published:Wed, 04 Feb 2015 02:29:54 GMT -- Received: Wed, 04 Feb 2015 02:40:29 GMT
2919	http://neurostars.org/p/2919/	 Does anybody know why I might be getting the error, when using line-for-line copies (except for path changes) of the nipype documentation at https://github.com/miykael/nipype-beginner-s-guide/blob/master/dicom2nifti.py: traits.trait_errors.TraitError: The 'dicom_dir' trait of a DICOMConvertInputSpec instance must be an existing directory name, but a value of '~/experiment1/dicom/subject1' was spe	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b4df336aa:824c523:69c6e04e	first-story	DICOMConvertInputSpec error help (from DICOM import documentation)	Tue, 03 Feb 2015 04:22:09 GMT	published:Tue, 03 Feb 2015 04:22:09 GMT -- Received: Tue, 03 Feb 2015 05:39:19 GMT
2916	http://neurostars.org/p/2916/	 Hi Neurostars, There are most definitely quality analysis (QA) stuffs out there for raw functional data, but less so for statistical maps. We are putting together a tool, and I thought it would be fun to get others feedback about the kind of features / plots that would be useful. Here is our tiny list so far: - standard measures of central tendency and variance - normality of the distribution acr	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b4ca94a2f:797fe45:64bd10e3	first-story	QA Metrics for Whole Brain Statistical Maps	Mon, 02 Feb 2015 21:22:57 GMT	published:Mon, 02 Feb 2015 21:22:57 GMT -- Received: Mon, 02 Feb 2015 23:38:57 GMT
2906	http://neurostars.org/p/2906/	 While updating the doc, I noticed that documentation for FUGUE (in nipype.interfaces.fsl.preprocess ) fails in docstrings. More specifically, line 1267: >>> fugue.cmdline #doctest: +ELLIPSIS 'fugue --in=epi.nii --mask=epi_mask.nii --loadshift=vsm.nii --unwarpdir=y --unwarp=epi_unwarped.nii.gz' produces the following error: /home/md238665/Code/nipype/doc/interfaces/generated/nipype.interfaces.fsl.	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b4aba733c:6e66547:64bd10e3	first-story	[nipype] Documentation formatting issue in nipype.interfaces.fsl.preprocess	Mon, 02 Feb 2015 14:20:29 GMT	published:Mon, 02 Feb 2015 14:20:29 GMT -- Received: Mon, 02 Feb 2015 14:38:28 GMT
2905	http://neurostars.org/p/2905/	 Dear experts, I am trying to install nipype but it give me the error saying somthing like 'Sphinx is not installed , cannot build docs ' . I installed sphinx and also build sphinx. But still the same error. Could not figure out what i am missing . I am installing all the packages required using pip or easy_install commnads and used the same for installing nipype. It would be really great if someo	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b4aba733c:6e66546:64bd10e3	first-story	Installation error: Sphinx	Mon, 02 Feb 2015 13:24:24 GMT	published:Mon, 02 Feb 2015 13:24:24 GMT -- Received: Mon, 02 Feb 2015 14:38:28 GMT
2899	http://neurostars.org/p/2899/	Dear all, I tried to run a pipeline and I got the following error. Last login: Sat Jan 31 07:39:58 on console MacBook-Air-de-Emilie:~ emiliesalvia$ cd Documents/post-doc_Marseille/expe_fMRI/NiPy/NiPyPe/NiPyPe_test/test/ MacBook-Air-de-Emilie:test emiliesalvia$ MacBook-Air-de-Emilie:test emiliesalvia$ ls nipype_test.py test.nii MacBook-Air-de-Emilie:test emiliesalvia$ MacBook-Air-de-Emilie:test emi	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b3fc702df:3ed76f9:69c6e04e	first-story	NiPyPe 1st pipeline	Sat, 31 Jan 2015 09:19:47 GMT	published:Sat, 31 Jan 2015 09:19:47 GMT -- Received: Sat, 31 Jan 2015 11:36:21 GMT
2883	http://neurostars.org/p/2883/	 Hi, This may seem a bit strange but I would like to launch some interface with (the main reason is that I don't have matlab at home and my scripts are mostly compatible with octave). The main problem is that octave don't accept -r as an option (this is used to pass the expression to evaluate which include the generated script). The corresponding option in octave is --eval (note that by default oc	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b361d4402:e6c5dd:64bd10e3	first-story	[nipype] Using octave instead of matlab	Thu, 29 Jan 2015 13:08:50 GMT	published:Thu, 29 Jan 2015 13:08:50 GMT -- Received: Thu, 29 Jan 2015 14:34:22 GMT
2882	http://neurostars.org/p/2882/	Hi, I have tried to wrap some matlab commands as explained in http://nipy.org/nipype/devel/matlab_interface_devel.html (example 2). The interface is a subclass of MatlabCommand (overriding run ) and the input spec inherits from MatlabInputSpec (which has a mandatory script input). In this example, the mandatory script input is set in run by a call to _my_script and then MatlabCommand.run is called	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b3578574d:a6ffde:69c6e04e	first-story	[nipype] Overloading MatlabCommand	Thu, 29 Jan 2015 09:20:07 GMT	published:Thu, 29 Jan 2015 09:20:07 GMT -- Received: Thu, 29 Jan 2015 11:34:14 GMT
2879	http://neurostars.org/p/2879/	Dear experts, I am trying to analyse DTI data (60 directions, b=1300) acquired on a Philips Achieva system, and stored as PAR/REC files. I want to analyze the data using TRACULA ( http://surfer.nmr.mgh.harvard.edu/fswiki/Tracula ), an analysis tool which combines FSL (dtifit, bedpost) and FreeSurfer scripts. However, based on visual inspection of the dtifit_FA.nii.gz and dtifit_V1.nii.gz images (p	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b319adaa6:8f05946:6b730af7	first-story	Philips scanner and FSL: correct diffusion gradient tables?	Wed, 28 Jan 2015 15:37:43 GMT	published:Wed, 28 Jan 2015 15:37:43 GMT -- Received: Wed, 28 Jan 2015 17:33:27 GMT
2874	http://neurostars.org/p/2874/	" Hello, I have noticed that for some cornercases, the first component of split_filename differs from standard dirname (in os.path). >>> from nipype.utils.filemanip import split_filename >>> import os >>> path=""/abs/path/"" >>> split_filename(path) ('/abs', 'path', '') >>> os.path.dirname(path) '/abs/path' The behaviour of dirname seems more coherent. Looking at the code of split_filename , I think "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b26a74441:54017cd:d38cab4a	first-story	[nipype] split_filename differs from standard library	Mon, 26 Jan 2015 12:50:50 GMT	published:Mon, 26 Jan 2015 12:50:50 GMT -- Received: Mon, 26 Jan 2015 14:31:11 GMT
2856	http://neurostars.org/p/2856/	 Hi, While complexifying my interface (derived from BaseInterface ), I have noticed that some input configuration could be impossible. I don't think that it could be detected with traits options. Therefore, if I'm correct, I should check that in _run_interface() . What is the convention? Is there nipype specific exceptions (something like InputError )? To give you some context, I have declared an 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b0d821895:13787a5e:d38cab4a	first-story	[nipype] Checking inputs in _run_interface()	Wed, 21 Jan 2015 15:15:38 GMT	published:Wed, 21 Jan 2015 15:15:38 GMT -- Received: Wed, 21 Jan 2015 17:20:04 GMT
2851	http://neurostars.org/p/2851/	We are very happy to announce a new release of Diffusion Imaging in Python ( DIPY ). Here is a summary of the most important new features and developments. DIPY 0.8.0 (Released on Tuesday, 6 Jan 2015) Nonlinear Image-based Registration (SyN) An implementation of the Symmetric Normalization method for nonlinear diffeomorphic registration. This implementation is lightweight, and does not depend on I	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14b085afdd3:11d58ead:113fbbc6	first-story	News: Dipy 0.8.0 is released	Tue, 20 Jan 2015 14:36:17 GMT	published:Tue, 20 Jan 2015 14:36:17 GMT -- Received: Tue, 20 Jan 2015 17:19:15 GMT
2843	http://neurostars.org/p/2843/	 Hi all, When submitting large pipelines to the SGE cluster, I'll occasionally get really strange problems that seem to be a result of how Nipype and the cluster are interacting. For instance, sometimes a node will finish running but not produce an output (though I gather I should set the job_finished_timeout value to 65 in order to fix that), sometimes a node will just stall and wait until it tim	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14af463b2b8:c382704:113fbbc6	first-story	Nipype and SGE clusters	Fri, 16 Jan 2015 19:06:25 GMT	published:Fri, 16 Jan 2015 19:06:25 GMT -- Received: Fri, 16 Jan 2015 20:16:22 GMT
2837	http://neurostars.org/p/2837/	Hello nipypers, I am trying to run a pipeline with the set up like so (example 1). When I run it, it does work but it in the workflow-directory it creates a folder for each subject. And in each subject folder there are subfolders for each subject in the list. All of them contain the results after computing the process. So in the case of the example below I will have 9 folders full of the data I wa	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14af319eef7:bc1a492:113fbbc6	first-story	Selectfiles/ too many subfolders	Fri, 16 Jan 2015 12:40:12 GMT	published:Fri, 16 Jan 2015 12:40:12 GMT -- Received: Fri, 16 Jan 2015 14:16:10 GMT
2834	http://neurostars.org/p/2834/	 Hi, I have started to write my own interfaces. Starting from examples, I have overloaded the _run_interface() method and the _list_output() method. This method is called by nipype machinery (probably in a generic run() method) because it's absence cause an error. Also, as I learn from the examples, it's common to use it in _run_interface() (but I think I can avoid that). I wanted to know in which	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14aef3c9e69:a95b25e:d38cab4a	first-story	[nipype] When is _list_output() called?	Thu, 15 Jan 2015 17:21:18 GMT	published:Thu, 15 Jan 2015 17:21:18 GMT -- Received: Thu, 15 Jan 2015 20:15:35 GMT
2831	http://neurostars.org/p/2831/	 Hi all, Can someone help clarify the sparse model specification for me? 1. Is time = 0 the onset of the first volume acquisition or the onset of the first event? 2. How does the scan_onset input affect this? And if my scan comes AFTER the first event, should this number be positive or negative? So, for instance, in my paradigm with TR = 10s: the first event occurs, then 5s later the first volume 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14ae4ee99fd:7332d9b:d38cab4a	first-story	[nipype] Specifying onsets in a sparse model	Tue, 13 Jan 2015 17:16:02 GMT	published:Tue, 13 Jan 2015 17:16:02 GMT -- Received: Tue, 13 Jan 2015 20:14:09 GMT
2821	http://neurostars.org/p/2821/	 Hi, I am learning nipype and I would need some help on a topic. I have read the nipype tutorials so I have a basic understanding of pipelines and data access. My project is to read the cortical thickness from feesurfer 'aseg.stats' files corresponding to a list of subjects ID and collect them in a matrix (with the same order than in the ID list). I have written a simple python function to read 'a	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_14ade7dccf1:4fa951f:d38cab4a	first-story	[nipype] Collecting outputs from a node	Mon, 12 Jan 2015 12:51:14 GMT	published:Mon, 12 Jan 2015 12:51:14 GMT -- Received: Mon, 12 Jan 2015 14:13:14 GMT
